ip_address,abuseipdb_confidence_score,abuseipdb_total_reports,abuseipdb_num_distinct_users,ipvoid_detection_count,risk_recommended_pulsedive,virustotal_reputation,virustotal_malicious,virustotal_suspicious,virustotal_undetected,virustotal_harmless
20.189.173.1,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
13.69.239.78,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
13.89.179.11,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.201.28.148,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
45.55.106.210,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.42.65.91,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
104.208.16.90,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.189.173.25,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
13.89.178.27,0.0,0.0,0.0,0.0,none,-3.0,0.0,0.0,32.0,62.0
91.189.91.49,0.0,0.0,0.0,0.0,none,0.0,1.0,0.0,32.0,61.0
20.189.173.27,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
185199108154,8.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
20.42.65.93,3.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,33.0,61.0
20.189.173.14,8.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.189.173.3,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
52182143211,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
20.189.173.6,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
192.0.66.182,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,34.0,60.0
151.101.1.229,0.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
91.189.91.82,9.0,0.0,0.0,0.0,unknown,1.0,0.0,0.0,32.0,62.0
20.209.12.41,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
20.44.10.123,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
91.189.91.97,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
52182143214,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
20.42.65.90,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.189.173.5,2.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
52.168.112.67,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.189.173.4,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.42.73.26,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
52168117174,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.42.72.131,4.0,1.0,1.0,0.0,none,0.0,0.0,0.0,31.0,63.0
40.79.197.34,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
20.189.173.13,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
51.105.71.136,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
52182143215,1.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,33.0,61.0
52.138.229.66,4.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
104.208.16.95,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
20.42.65.84,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,33.0,61.0
51.11.192.50,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.189.173.2,0.0,0.0,0.0,0.0,none,2.0,0.0,0.0,32.0,62.0
20.189.173.17,1.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
104.46.162.226,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
20.42.65.85,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
40.79.173.40,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
52182143209,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.42.73.27,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
13.89.179.10,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,31.0,63.0
20.42.73.31,1.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.50.73.9,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
20.189.173.18,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
151.101.129.91,0.0,0.0,0.0,1.0,none,0.0,0.0,0.0,30.0,64.0
151.101.65.91,0.0,2.0,2.0,1.0,none,0.0,2.0,0.0,29.0,63.0
13.74.143.200,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,33.0,61.0
20.50.80.210,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
34120208123,34.0,9.0,4.0,2.0,none,-2.0,1.0,0.0,33.0,60.0
151.101.2.202,0.0,0.0,0.0,0.0,unknown,-1.0,0.0,0.0,31.0,63.0
52185211133,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
20.189.173.16,2.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.22.207.36,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
20.96.153.111,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
52.140.118.28,0.0,0.0,0.0,1.0,none,0.0,1.0,0.0,29.0,64.0
52182143213,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
52182143212,0.0,0.0,0.0,0.0,none,0.0,1.0,0.0,30.0,63.0
13.89.178.26,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,34.0,60.0
20.42.73.24,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
52.168.112.66,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
20.42.65.94,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
13.78.111.199,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
2.16.169.232,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,94.0,0.0
20.189.173.26,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
20.52.64.200,11.0,1.0,1.0,0.0,none,0.0,0.0,0.0,32.0,62.0
40119249228,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
104.208.16.89,0.0,0.0,0.0,0.0,none,-1.0,0.0,0.0,32.0,62.0
157.240.226.60,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
34117188166,22.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,34.0,60.0
34.107.221.82,20.0,2.0,2.0,1.0,none,-6.0,1.0,0.0,32.0,61.0
34120195249,25.0,2.0,1.0,1.0,none,-4.0,1.0,0.0,32.0,61.0
192.0.77.2,0.0,0.0,0.0,0.0,none,-2.0,1.0,0.0,31.0,62.0
13.89.179.13,1.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,30.0,64.0
151.101.66.49,0.0,5.0,1.0,0.0,none,0.0,1.0,0.0,29.0,64.0
34160144191,39.0,17.0,6.0,0.0,none,-1.0,0.0,0.0,32.0,62.0
34.117.121.53,10.0,1.0,1.0,0.0,unknown,-1.0,0.0,0.0,32.0,62.0
104.208.16.92,4.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
52182143208,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,34.0,60.0
151.101.193.91,0.0,6.0,2.0,1.0,none,-2.0,0.0,0.0,30.0,64.0
4.152.45.255,0.0,0.0,0.0,0.0,unknown,0.0,1.0,0.0,32.0,61.0
68.67.160.114,0.0,1.0,1.0,0.0,none,0.0,0.0,0.0,32.0,62.0
34.206.91.202,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,94.0,0.0
20.189.173.24,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
151.101.194.49,0.0,5.0,2.0,0.0,none,-2.0,1.0,0.0,29.0,64.0
68.67.160.137,0.0,3.0,1.0,1.0,none,0.0,0.0,0.0,32.0,62.0
3226121246,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
151.101.1.91,0.0,0.0,0.0,1.0,none,-1.0,0.0,1.0,30.0,63.0
3.233.158.25,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,30.0,64.0
157173100230,3.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,94.0,0.0
3.233.158.26,16.0,1.0,1.0,0.0,none,0.0,0.0,0.0,31.0,63.0
192.0.73.2,11.0,8.0,1.0,0.0,none,-55.0,1.0,0.0,31.0,62.0
151.101.0.176,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
151101128176,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
192.124.249.6,0.0,0.0,0.0,1.0,low,-41.0,0.0,0.0,29.0,65.0
192.124.249.24,0.0,0.0,0.0,0.0,none,1.0,0.0,0.0,31.0,63.0
68.67.179.153,10.0,1.0,1.0,0.0,none,0.0,0.0,0.0,34.0,60.0
34.238.152.64,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,94.0,0.0
34.120.63.153,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,33.0,61.0
91.189.91.81,17.0,1.0,1.0,1.0,unknown,1.0,1.0,0.0,31.0,62.0
20.189.173.12,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
91.189.91.46,2.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
52.41.23.50,2.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,94.0,0.0
35.201.103.21,35.0,10.0,6.0,0.0,none,-1.0,0.0,0.0,34.0,60.0
54236113205,4.0,1.0,1.0,0.0,none,0.0,0.0,0.0,31.0,63.0
54.198.86.24,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,32.0,62.0
54.227.20.253,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,31.0,63.0
151101192223,0.0,1.0,1.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
151101128223,0.0,2.0,1.0,0.0,unknown,0.0,0.0,0.0,32.0,62.0
151.101.64.223,0.0,1.0,1.0,1.0,unknown,0.0,0.0,0.0,33.0,61.0
151.101.0.223,0.0,0.0,0.0,0.0,unknown,0.0,0.0,0.0,31.0,63.0
